    -0.000     0.000
 
 
    -0.000     0.000
    -0.500     0.451
 
 
    -0.000     0.000
    -0.500     0.451
    -1.000     0.804
 
 
    -0.000     0.000
    -0.500     0.451
    -1.000     0.804
    -1.500     1.059
 
 
    -0.000     0.000
    -0.500     0.451
    -1.000     0.804
    -1.500     1.059
    -2.000     1.216
 
 
    -0.000     0.000
    -0.500     0.451
    -1.000     0.804
    -1.500     1.059
    -2.000     1.216
    -2.500     1.275
 
 
    -0.000     0.000
    -0.500     0.451
    -1.000     0.804
    -1.500     1.059
    -2.000     1.216
    -2.500     1.275
    -3.000     1.236
 
 
    -0.000     0.000
    -0.500     0.451
    -1.000     0.804
    -1.500     1.059
    -2.000     1.216
    -2.500     1.275
    -3.000     1.236
    -3.500     1.099
 
 
    -0.000     0.000
    -0.500     0.451
    -1.000     0.804
    -1.500     1.059
    -2.000     1.216
    -2.500     1.275
    -3.000     1.236
    -3.500     1.099
    -4.000     0.864
 
 
    -0.000     0.000
    -0.500     0.451
    -1.000     0.804
    -1.500     1.059
    -2.000     1.216
    -2.500     1.275
    -3.000     1.236
    -3.500     1.099
    -4.000     0.864
    -4.500     0.531
 
 
    -0.000     0.000
    -0.500     0.451
    -1.000     0.804
    -1.500     1.059
    -2.000     1.216
    -2.500     1.275
    -3.000     1.236
    -3.500     1.099
    -4.000     0.864
    -4.500     0.531
    -5.000     0.100
 
 
    -0.000     0.000
    -0.500     0.451
    -1.000     0.804
    -1.500     1.059
    -2.000     1.216
    -2.500     1.275
    -3.000     1.236
    -3.500     1.099
    -4.000     0.864
    -4.500     0.531
    -5.000     0.100
    -5.500    -0.429
 
 
    -0.000     0.000
    -0.500     0.451
    -1.000     0.804
    -1.500     1.059
    -2.000     1.216
    -2.500     1.275
    -3.000     1.236
    -3.500     1.099
    -4.000     0.864
    -4.500     0.531
    -5.000     0.100
    -5.500    -0.429
    -6.000    -1.056
 
 
    -0.000     0.000
    -0.500     0.451
    -1.000     0.804
    -1.500     1.059
    -2.000     1.216
    -2.500     1.275
    -3.000     1.236
    -3.500     1.099
    -4.000     0.864
    -4.500     0.531
    -5.000     0.100
    -5.500    -0.429
    -6.000    -1.056
    -6.500    -1.781
 
 
    -0.000     0.000
    -0.500     0.451
    -1.000     0.804
    -1.500     1.059
    -2.000     1.216
    -2.500     1.275
    -3.000     1.236
    -3.500     1.099
    -4.000     0.864
    -4.500     0.531
    -5.000     0.100
