    -0.000     0.000
 
 
    -0.000     0.000
    -0.500     0.817
 
 
    -0.000     0.000
    -0.500     0.817
    -1.000     1.536
 
 
    -0.000     0.000
    -0.500     0.817
    -1.000     1.536
    -1.500     2.157
 
 
    -0.000     0.000
    -0.500     0.817
    -1.000     1.536
    -1.500     2.157
    -2.000     2.680
 
 
    -0.000     0.000
    -0.500     0.817
    -1.000     1.536
    -1.500     2.157
    -2.000     2.680
    -2.500     3.105
 
 
    -0.000     0.000
    -0.500     0.817
    -1.000     1.536
    -1.500     2.157
    -2.000     2.680
    -2.500     3.105
    -3.000     3.432
 
 
    -0.000     0.000
    -0.500     0.817
    -1.000     1.536
    -1.500     2.157
    -2.000     2.680
    -2.500     3.105
    -3.000     3.432
    -3.500     3.661
 
 
    -0.000     0.000
    -0.500     0.817
    -1.000     1.536
    -1.500     2.157
    -2.000     2.680
    -2.500     3.105
    -3.000     3.432
    -3.500     3.661
    -4.000     3.792
 
 
    -0.000     0.000
    -0.500     0.817
    -1.000     1.536
    -1.500     2.157
    -2.000     2.680
    -2.500     3.105
    -3.000     3.432
    -3.500     3.661
    -4.000     3.792
    -4.500     3.825
 
 
    -0.000     0.000
    -0.500     0.817
    -1.000     1.536
    -1.500     2.157
    -2.000     2.680
    -2.500     3.105
    -3.000     3.432
    -3.500     3.661
    -4.000     3.792
    -4.500     3.825
    -5.000     3.760
 
 
    -0.000     0.000
    -0.500     0.817
    -1.000     1.536
    -1.500     2.157
    -2.000     2.680
    -2.500     3.105
    -3.000     3.432
    -3.500     3.661
    -4.000     3.792
    -4.500     3.825
    -5.000     3.760
    -5.500     3.597
 
 
    -0.000     0.000
    -0.500     0.817
    -1.000     1.536
    -1.500     2.157
    -2.000     2.680
    -2.500     3.105
    -3.000     3.432
    -3.500     3.661
    -4.000     3.792
    -4.500     3.825
    -5.000     3.760
    -5.500     3.597
    -6.000     3.336
 
 
    -0.000     0.000
    -0.500     0.817
    -1.000     1.536
    -1.500     2.157
    -2.000     2.680
    -2.500     3.105
    -3.000     3.432
    -3.500     3.661
    -4.000     3.792
    -4.500     3.825
    -5.000     3.760
    -5.500     3.597
    -6.000     3.336
    -6.500     2.977
 
 
    -0.000     0.000
    -0.500     0.817
    -1.000     1.536
    -1.500     2.157
    -2.000     2.680
    -2.500     3.105
    -3.000     3.432
    -3.500     3.661
    -4.000     3.792
    -4.500     3.825
    -5.000     3.760
